transaction_id,customer_id,amount,channel,decline_code,timestamp,retry_count_so_far,merchant_category,is_recurring,customer_txn_history_len,label,is_anomaly,hour_of_day,day_of_week,is_weekend,amount_log,time_since_last_failure_hours,amount_vs_customer_avg_ratio,customer_risk_tier,data_source
92f2355a-9564-4101-bcd1-d69e9b49750a,449908e6-d1a5-4fa6-bb03-0640f8956d8f,49.99,card,INSUFFICIENT_FUNDS,2026-07-18T23:30:29.372137+00:00,1,retail,0,46,gateway_timeout,0,23,0,0,3.93163,209.69,1.2498,standard,kaggle:mlg-ulb/creditcardfraud
a64e0d2a-ad50-4633-b5b8-45f0ba33af3b,9dbb4226-5010-4a41-b50c-f5cba825a50e,108.64,card,AUTH_DECLINED,2026-06-27T19:55:34.372167+00:00,0,travel,0,37,gateway_timeout,0,19,3,0,4.697202,452.95,1.0,standard,kaggle:mlg-ulb/creditcardfraud
04fb3b02-4595-471b-aabc-51af506c0905,87cb2c62-d239-45ea-b4f2-e846cb0ff570,209.0,netbanking,AUTH_DECLINED,2026-07-01T20:05:24.372196+00:00,0,utilities,0,76,auth_3ds_failure,0,20,3,0,5.347108,395.4,1.0,standard,kaggle:mlg-ulb/creditcardfraud
4e4df862-cf69-436a-b0c4-c8175de39309,0d0ba98c-60c9-4eac-940b-58bae2c39376,121.0,upi,LOW_BALANCE,2026-08-21T21:52:13.372226+00:00,2,insurance,1,88,gateway_timeout,0,21,2,0,4.804021,373.58,1.0,standard,kaggle:mlg-ulb/creditcardfraud
49e305c0-10d0-47e7-8fa2-a9811f723702,8b171aa1-948d-47ec-a451-6db5e5812179,9.99,upi,CONNECTION_RESET,2026-08-14T20:27:45.372254+00:00,1,travel,0,185,insufficient_funds,0,20,2,0,2.396986,605.74,1.0,standard,kaggle:mlg-ulb/creditcardfraud
6896e38e-834f-4548-9c20-6f6fb100c4b9,cd6cb981-a663-4637-9782-a53c702397f1,30.94,upi,CONNECTION_RESET,2026-07-08T14:06:26.372282+00:00,2,travel,0,63,auth_3ds_failure,0,14,4,0,3.463859,455.57,1.0,standard,kaggle:mlg-ulb/creditcardfraud
4df426e2-c3af-4499-b5d8-802caaba78d6,5159c5c0-2ae7-4ecf-9e37-1f495226ec3b,69.45,card,AUTH_DECLINED,2026-08-30T23:22:39.372311+00:00,0,utilities,0,141,gateway_timeout,0,23,4,0,4.254903,495.5,1.0,standard,kaggle:mlg-ulb/creditcardfraud
0dacb0d6-85c2-490c-963d-016780f0e791,bfceec3b-a85f-4076-ba88-88b10befecae,1.0,netbanking,LOW_BALANCE,2026-07-09T15:48:56.372338+00:00,0,travel,0,160,insufficient_funds,0,15,4,0,0.693147,7.07,1.0,standard,kaggle:mlg-ulb/creditcardfraud
048caff5-e8d1-4eb8-9061-f5f625f1d8ba,55c22be8-a1e9-4913-8e6b-3b28526f1329,10.67,card,3DS_FAILED,2026-06-28T00:55:15.372365+00:00,1,utilities,0,17,insufficient_funds,0,0,2,0,2.457021,492.11,1.0,standard,kaggle:mlg-ulb/creditcardfraud
d2f13951-08b3-4e6b-8995-8b78cef781f9,5c09113a-4dfd-4007-bcd3-b5d6d27ea4ec,56.93,card,LOW_BALANCE,2026-06-02T08:13:53.372392+00:00,2,utilities,0,74,gateway_timeout,0,8,4,0,4.059235,385.48,1.0,standard,kaggle:mlg-ulb/creditcardfraud
d159ad0b-2ce2-4392-be68-b52833ff4c91,6dedb734-9121-4c30-9a9c-ee34476bb765,69.5,netbanking,GATEWAY_TIMEOUT,2026-07-22T17:08:25.372418+00:00,0,ecommerce,0,35,insufficient_funds,0,17,5,1,4.255613,648.62,1.0,standard,kaggle:mlg-ulb/creditcardfraud
55bd9d03-7763-4d69-a9b5-45d9091655e1,d4130a22-758e-4064-b78e-88ed5664374d,2.3,upi,AUTH_DECLINED,2026-08-16T02:14:23.372447+00:00,1,ecommerce,0,16,insufficient_funds,0,2,2,0,1.193922,202.56,1.0,standard,kaggle:mlg-ulb/creditcardfraud
90788517-5738-497d-ae72-560587545125,6aa93c59-5a9e-434c-a1ee-01f5bd82213a,47.55,card,GATEWAY_TIMEOUT,2026-08-22T02:07:29.372475+00:00,1,travel,0,198,gateway_timeout,0,2,2,0,3.882594,79.6,1.0,standard,kaggle:mlg-ulb/creditcardfraud
87c072a7-975f-4dd7-8fbe-ee7736d46210,73f9806c-ef6f-4dab-aa80-17411aa4fd25,137.17,card,INSUFFICIENT_FUNDS,2026-06-27T20:37:42.372503+00:00,0,retail,0,4,insufficient_funds,0,20,3,0,4.928485,365.0,1.0,standard,kaggle:mlg-ulb/creditcardfraud
81a8a7a1-8469-4285-9990-6ffbef8157ee,c77c9d44-35ae-4447-a465-9d8af1d1d328,15.0,card,INSUFFICIENT_FUNDS,2026-07-20T02:33:02.372532+00:00,3,insurance,0,199,insufficient_funds,0,2,3,0,2.772589,282.71,1.0,standard,kaggle:mlg-ulb/creditcardfraud
76367c86-c2cc-4fc3-84ab-43f721af12f7,c994bcfe-1169-483d-8fdf-4f4b848f5862,1.0,upi,INSUFFICIENT_FUNDS,2026-06-20T23:52:24.372560+00:00,1,ecommerce,0,44,insufficient_funds,0,23,6,1,0.693147,435.74,1.0,standard,kaggle:mlg-ulb/creditcardfraud
09d613e0-a5f9-4d69-aabc-77677af857c5,c84a3788-4f0d-4997-8afb-0167c8e0ee1a,7.16,netbanking,INSUFFICIENT_FUNDS,2026-08-08T08:08:54.372587+00:00,1,retail,0,170,insufficient_funds,0,8,6,1,2.099244,550.92,1.0,standard,kaggle:mlg-ulb/creditcardfraud
ed7dcb85-96d1-493e-a00d-e7e1321f9b4b,8637855b-4288-4e88-bdbf-bced63180733,1.0,upi,CONNECTION_RESET,2026-07-18T03:30:20.372615+00:00,0,ecommerce,0,146,insufficient_funds,0,3,2,0,0.693147,380.79,1.0,standard,kaggle:mlg-ulb/creditcardfraud
49a2534e-6ca1-4023-805a-783408f4f7cc,a4ce22ae-b258-48d9-b005-1d153350671f,0.99,upi,GATEWAY_TIMEOUT,2026-07-18T18:17:52.372643+00:00,0,gaming,0,20,insufficient_funds,0,18,0,0,0.688135,702.49,0.99,standard,kaggle:mlg-ulb/creditcardfraud
bdd6d20b-5bf9-451b-bb7c-8480b7a41385,6b68a400-7dab-4978-b5d7-57ec3caf1fb1,10.71,wallet,LOW_BALANCE,2026-08-25T20:11:29.372671+00:00,1,travel,1,56,insufficient_funds,0,20,5,1,2.460443,404.98,1.0,standard,kaggle:mlg-ulb/creditcardfraud
ab6929a3-2c19-4748-88ab-7b1cf3fffdcb,1a5aa99e-d55d-4dfb-83fd-93ac82a818fc,44.0,upi,GATEWAY_TIMEOUT,2026-08-04T01:12:21.372699+00:00,3,travel,0,92,gateway_timeout,0,1,4,0,3.806662,572.64,1.0,standard,kaggle:mlg-ulb/creditcardfraud
fc325a15-9040-4f1f-aeeb-0ec5fee3ab92,4097d55e-b567-4b77-907e-4e3e026df50d,2.58,card,LOW_BALANCE,2026-07-09T04:16:23.372727+00:00,0,travel,1,53,insufficient_funds,0,4,0,0,1.275363,405.24,1.0,standard,kaggle:mlg-ulb/creditcardfraud
84230fbe-32db-43a0-935c-cfa864e43ce7,8a7ee290-efca-442a-967a-fe8be6d4f189,9.99,card,CONNECTION_RESET,2026-06-25T02:37:18.372755+00:00,0,ecommerce,0,59,insufficient_funds,0,2,1,0,2.396986,494.09,1.0,standard,kaggle:mlg-ulb/creditcardfraud
a24d72e9-2904-4b42-ac89-bea35d9c2cb9,128c7ff3-79ea-4fae-a949-4075d78e257d,10.7,upi,INSUFFICIENT_FUNDS,2026-06-15T21:56:35.372781+00:00,0,food,0,114,insufficient_funds,0,21,4,0,2.459589,158.45,1.0,standard,kaggle:mlg-ulb/creditcardfraud
658e4075-7d1c-4104-9d4e-c5e212266fa3,5b0c99b2-20c1-4888-ac83-690ffbae9949,38.0,netbanking,3DS_FAILED,2026-08-15T02:28:14.372807+00:00,3,ecommerce,0,199,gateway_timeout,0,2,2,0,3.663562,27.79,1.0,standard,kaggle:mlg-ulb/creditcardfraud
d243a102-e2c5-4af8-b51d-722c1872f808,9775cdce-a2ed-45c9-8429-5dabe603244f,5627.06,upi,CONNECTION_RESET,2026-07-09T01:21:18.372833+00:00,4,food,0,19,gateway_timeout,0,1,2,0,8.63552,633.99,1.0,standard,kaggle:mlg-ulb/creditcardfraud
787498be-bedd-41fa-ae93-905670409f7e,ad27492a-ff76-4fd2-80b0-1f36f2e3d8ee,28.06,netbanking,3DS_FAILED,2026-06-21T07:42:10.372859+00:00,2,insurance,0,148,auth_3ds_failure,0,7,1,0,3.369363,17.66,1.0,standard,kaggle:mlg-ulb/creditcardfraud
7b3509a0-7880-4afc-922e-df3415e0c18e,5887efda-3b17-451e-9a17-261e624e139c,1.0,netbanking,CONNECTION_RESET,2026-07-08T05:26:24.372885+00:00,1,food,0,90,insufficient_funds,0,5,5,1,0.693147,690.34,1.0,standard,kaggle:mlg-ulb/creditcardfraud
7b286ab6-6830-425e-9cb5-9b947cca7b48,6b68a400-7dab-4978-b5d7-57ec3caf1fb1,25.8,netbanking,CONNECTION_RESET,2026-06-16T23:31:18.372911+00:00,2,food,0,18,gateway_timeout,0,23,6,1,3.288402,14.19,2.409,standard,kaggle:mlg-ulb/creditcardfraud
4d113a96-aa2d-49d1-ab45-bead66a1cb6d,d6190df7-0a25-4f8a-9245-f69c0dffb61d,4.46,upi,LOW_BALANCE,2026-06-01T03:57:42.372939+00:00,2,ecommerce,0,77,insufficient_funds,0,3,5,1,1.697449,42.63,1.0,standard,kaggle:mlg-ulb/creditcardfraud
3650aa0d-5346-4e0a-9406-f9e65881c8f7,73f9806c-ef6f-4dab-aa80-17411aa4fd25,0.89,netbanking,3DS_FAILED,2026-08-19T20:21:22.372967+00:00,0,ecommerce,0,160,insufficient_funds,0,20,0,0,0.636577,366.78,0.0065,standard,kaggle:mlg-ulb/creditcardfraud
f1cb8835-5445-4114-bf40-1af6624d345a,7a644a86-eacf-4146-affe-f72c78bab720,43.89,card,AUTH_DECLINED,2026-07-12T18:50:46.372997+00:00,1,gaming,0,103,insufficient_funds,0,18,2,0,3.804215,230.24,0.9995,standard,kaggle:mlg-ulb/creditcardfraud
9205a123-1889-4d2b-bf8c-bfda32b66434,193a666b-0968-4ced-840d-55bb7fe68192,526.19,card,CONNECTION_RESET,2026-08-18T15:03:13.373026+00:00,3,travel,0,190,auth_3ds_failure,0,15,1,0,6.267561,244.64,1.0,standard,kaggle:mlg-ulb/creditcardfraud
10f87fe7-2b14-4dc2-9b67-fa4890053f8b,293ac2d6-700c-400f-98bb-6be9dde550de,59.95,upi,AUTH_DECLINED,2026-07-24T00:20:31.373054+00:00,2,retail,0,199,gateway_timeout,0,0,0,0,4.110054,612.95,1.0,standard,kaggle:mlg-ulb/creditcardfraud
26ed778c-42e3-4eef-bef6-f455748b014a,d26984d0-3e67-4ce3-af50-c82ce3251267,4.13,upi,CONNECTION_RESET,2026-07-01T20:55:35.373082+00:00,0,travel,1,21,insufficient_funds,0,20,3,0,1.635106,265.82,1.0,standard,kaggle:mlg-ulb/creditcardfraud
b03bdfb0-ef41-4b62-8575-482d310648e2,7fd4255f-0cfa-4665-aab5-c2b6588508ea,11.85,card,AUTH_DECLINED,2026-07-11T13:19:20.373110+00:00,1,ecommerce,0,126,insufficient_funds,0,13,6,1,2.553344,89.88,11.85,standard,kaggle:mlg-ulb/creditcardfraud
d229c88d-1161-493e-ad60-6e2f8c910631,a0eef228-81cc-4ec3-a7f8-2fb009a77720,165.95,upi,CONNECTION_RESET,2026-07-08T02:35:07.373137+00:00,0,travel,0,58,gateway_timeout,0,2,0,0,5.117694,619.82,1.0,standard,kaggle:mlg-ulb/creditcardfraud
4d774be3-255f-424f-8510-2c798e581d8d,d014f5c5-d2ad-42d7-a2e4-ede92a8eab7d,127.35,card,CONNECTION_RESET,2026-07-25T01:58:58.373165+00:00,1,insurance,0,22,gateway_timeout,0,1,6,1,4.854761,243.77,0.4267,standard,kaggle:mlg-ulb/creditcardfraud
52abf27b-13bc-44d1-a1e2-44a966c7ff19,88b1134d-f7bb-4dd6-83e2-1f8e3e5e19cd,14.99,upi,INSUFFICIENT_FUNDS,2026-08-03T15:51:52.373193+00:00,0,travel,0,33,insufficient_funds,0,15,0,0,2.771964,434.32,1.0,standard,kaggle:mlg-ulb/creditcardfraud
7ae8c115-fa69-4eef-af09-e1efe7cc7db2,c19853d0-59a3-484c-895d-a9f4bcc167fb,20.96,netbanking,3DS_FAILED,2026-07-26T03:58:04.373221+00:00,0,ecommerce,0,164,gateway_timeout,0,3,4,0,3.089223,709.87,1.0,standard,kaggle:mlg-ulb/creditcardfraud
1246583d-2162-4e72-99b3-d235c0488c74,5fa2a652-ddfc-4b6a-93af-21a37d4e6ca0,120.0,netbanking,3DS_FAILED,2026-06-11T17:07:54.373248+00:00,0,food,1,51,insufficient_funds,0,17,6,1,4.795791,672.64,1.0,standard,kaggle:mlg-ulb/creditcardfraud
af187a12-c5bc-4eeb-97c8-1c550188855a,293ac2d6-700c-400f-98bb-6be9dde550de,127.58,wallet,CONNECTION_RESET,2026-07-18T04:19:45.373274+00:00,0,travel,0,179,insufficient_funds,0,4,5,1,4.856551,321.18,2.1281,standard,kaggle:mlg-ulb/creditcardfraud
e349fb40-01db-4c78-b7b2-0334ef07537b,b56f12c6-ffc8-45ea-bf73-62050564677d,95.44,card,INSUFFICIENT_FUNDS,2026-08-24T05:21:55.373301+00:00,1,ecommerce,1,179,insufficient_funds,0,5,5,1,4.568921,356.41,1.0,standard,kaggle:mlg-ulb/creditcardfraud
bf9d160d-2ae9-47fc-89e8-5861fec0d7b4,106566bb-9a1e-4e20-9b41-42edda387d13,4.99,upi,AUTH_DECLINED,2026-08-26T08:56:58.373328+00:00,3,gaming,0,18,insufficient_funds,0,8,0,0,1.790091,500.6,1.0,standard,kaggle:mlg-ulb/creditcardfraud
10d4cff7-c0d9-4cf3-8841-584abe645d47,945033f6-74ba-4d44-901b-de0e0d4180fd,20.0,upi,AUTH_DECLINED,2026-07-13T22:54:57.373353+00:00,4,travel,1,117,auth_3ds_failure,0,22,1,0,3.044522,619.78,1.0,standard,kaggle:mlg-ulb/creditcardfraud
699fbbd6-dee3-432d-a6db-60c0d227d022,a2cdc323-1644-4cbe-a002-fef498cf6780,1000.0,card,AUTH_DECLINED,2026-06-15T18:44:57.373379+00:00,1,ecommerce,0,131,auth_3ds_failure,0,18,0,0,6.908755,639.86,1.0,standard,kaggle:mlg-ulb/creditcardfraud
fb91251c-3726-4041-bacd-090e26db01d0,5088f900-d572-43bc-a70e-caca251a741f,232.27,upi,INSUFFICIENT_FUNDS,2026-07-19T22:07:09.373405+00:00,0,food,0,71,auth_3ds_failure,0,22,2,0,5.452197,424.31,1.0,standard,kaggle:mlg-ulb/creditcardfraud
0e73fc02-d584-4aa2-8cde-8d0fdaf3869e,6dedb734-9121-4c30-9a9c-ee34476bb765,119.96,upi,3DS_FAILED,2026-06-10T01:45:22.373434+00:00,0,food,1,85,gateway_timeout,0,1,4,0,4.79546,209.0,1.726,standard,kaggle:mlg-ulb/creditcardfraud
2ccf2bb9-03f8-4a5e-9f39-ca68896ad214,106566bb-9a1e-4e20-9b41-42edda387d13,6.0,upi,3DS_FAILED,2026-08-17T18:52:28.373464+00:00,0,ecommerce,1,176,insufficient_funds,0,18,0,0,1.94591,701.3,1.2024,standard,kaggle:mlg-ulb/creditcardfraud
c3055380-78d4-4296-a721-0b9bf84543fc,e4bb79f2-f958-4667-99c2-67303372485f,30.82,card,AUTH_DECLINED,2026-06-03T06:56:18.373492+00:00,0,travel,0,144,insufficient_funds,0,6,2,0,3.460095,213.74,1.0,standard,kaggle:mlg-ulb/creditcardfraud
8ccd4fd9-689d-4ccb-9f88-2062d7c35fb4,4c4f2953-1ac8-420e-ba5d-43295019bca7,12.99,upi,CONNECTION_RESET,2026-07-18T00:29:01.373521+00:00,1,ecommerce,0,48,insufficient_funds,0,0,4,0,2.638343,337.73,1.0,standard,kaggle:mlg-ulb/creditcardfraud
d3fbd465-453a-4009-b893-87c0cc3a2629,386497d9-be27-46b0-8829-9a0691f22f8a,308.0,upi,GATEWAY_TIMEOUT,2026-08-27T04:45:47.373548+00:00,0,utilities,0,166,insufficient_funds,0,4,0,0,5.733341,146.77,1.0,standard,kaggle:mlg-ulb/creditcardfraud
756fa461-ddf8-475b-bbbd-76987734e0f7,d600c151-57f7-4260-b8d5-456c8977b21b,19.95,card,GATEWAY_TIMEOUT,2026-08-04T18:20:57.373577+00:00,0,travel,1,9,insufficient_funds,0,18,2,0,3.042139,152.13,1.0,standard,kaggle:mlg-ulb/creditcardfraud
6f64d4e8-1f2e-4693-8a8e-0f019bb8d0d2,a657fa31-dd51-4c38-955a-6938de749d05,10.02,netbanking,LOW_BALANCE,2026-06-17T22:27:57.373604+00:00,2,utilities,1,4,insufficient_funds,0,22,0,0,2.399712,196.09,1.0,standard,kaggle:mlg-ulb/creditcardfraud
c6a9d4dc-fdfa-4ea3-83a7-4e0621b69529,2cc0fe41-4829-44db-acca-eab9eafc393c,0.75,netbanking,INSUFFICIENT_FUNDS,2026-06-12T03:02:48.373632+00:00,0,gaming,1,158,insufficient_funds,0,3,3,0,0.559616,324.31,0.75,standard,kaggle:mlg-ulb/creditcardfraud
0aaed436-602e-4d4a-a7f5-e06382ed7ec7,9edad068-6b40-4fdf-858d-972e241cd029,74.44,card,AUTH_DECLINED,2026-06-09T19:50:55.373659+00:00,3,retail,0,42,auth_3ds_failure,0,19,2,0,4.323338,148.83,1.0,standard,kaggle:mlg-ulb/creditcardfraud
a9016ce3-6a62-478a-a993-283acd1ef610,cd06be94-d3c2-4f65-badb-8b64200c8604,133.0,card,3DS_FAILED,2026-07-06T22:12:28.373690+00:00,1,ecommerce,1,200,gateway_timeout,0,22,5,1,4.89784,487.24,1.0,standard,kaggle:mlg-ulb/creditcardfraud
c741f21a-7211-4e97-b2e3-1619628b92f8,2789c9d6-2ba8-4200-8735-67e7cdff00ea,235.75,card,LOW_BALANCE,2026-07-14T22:27:32.373719+00:00,0,travel,1,95,insufficient_funds,0,22,5,1,5.467005,535.68,1.0,standard,kaggle:mlg-ulb/creditcardfraud
43cd79ad-18d0-40a8-b64c-f28a884528f2,2cc0fe41-4829-44db-acca-eab9eafc393c,0.5,card,LOW_BALANCE,2026-08-16T03:52:09.373746+00:00,4,ecommerce,0,61,insufficient_funds,0,3,0,0,0.405465,695.74,0.5,standard,kaggle:mlg-ulb/creditcardfraud
7908218a-888e-490b-99e5-561cf53f6cc2,302a06f3-7659-44a2-a9df-dd56433d97a0,4.99,card,3DS_FAILED,2026-08-01T07:13:25.373771+00:00,1,food,1,68,insufficient_funds,0,7,1,0,1.790091,506.41,1.0,standard,kaggle:mlg-ulb/creditcardfraud
a690d179-9631-41cc-aca2-4ae9da1178a7,d014f5c5-d2ad-42d7-a2e4-ede92a8eab7d,8.99,card,AUTH_DECLINED,2026-07-02T00:25:21.373797+00:00,1,food,1,196,insufficient_funds,0,0,6,1,2.301585,600.88,0.0422,standard,kaggle:mlg-ulb/creditcardfraud
9815bccc-b71c-403f-9fb7-c7aeb3f8bd10,b7d43ba7-bb91-4aad-9230-779f110701a1,1.0,card,GATEWAY_TIMEOUT,2026-08-25T04:32:14.373823+00:00,0,food,1,147,insufficient_funds,0,4,3,0,0.693147,576.39,1.0,standard,kaggle:mlg-ulb/creditcardfraud
7f7e567e-078f-42ec-bd99-872a0e516fba,e8882b4d-7041-4b5b-95cb-fd751687433b,59.7,upi,LOW_BALANCE,2026-07-22T06:17:10.373848+00:00,3,ecommerce,0,171,gateway_timeout,0,6,2,0,4.105944,604.05,1.0,standard,kaggle:mlg-ulb/creditcardfraud
fafb6b2a-cad4-4b0b-9d6f-6665ff682359,28b4f294-2cde-4767-a81b-01db83d59c0c,1.0,wallet,AUTH_DECLINED,2026-06-29T23:05:05.373874+00:00,0,food,1,93,insufficient_funds,0,23,2,0,0.693147,98.41,1.0,standard,kaggle:mlg-ulb/creditcardfraud
9f9b9bb8-dbc1-4f82-bf39-47ae2362c9fd,79db587b-d12a-4b59-b9b0-af6b9a7d0f54,174.39,wallet,LOW_BALANCE,2026-07-17T00:13:44.373899+00:00,3,gaming,0,138,gateway_timeout,0,0,5,1,5.167012,186.03,1.0,standard,kaggle:mlg-ulb/creditcardfraud
435fac0b-8c10-4360-8686-3184227ba90d,9a32cb18-907f-4ed6-9aaf-a521be70fab8,29.64,wallet,LOW_BALANCE,2026-08-25T02:05:46.373926+00:00,0,ecommerce,0,34,gateway_timeout,0,2,5,1,3.422306,311.85,1.0,standard,kaggle:mlg-ulb/creditcardfraud
0d9d4b6f-f649-45db-987d-cc7f7d34a401,7e34636c-faa0-4f57-8b98-8271fc062c89,15.0,netbanking,INSUFFICIENT_FUNDS,2026-07-30T02:58:03.373953+00:00,3,utilities,1,22,insufficient_funds,0,2,2,0,2.772589,188.96,1.0,standard,kaggle:mlg-ulb/creditcardfraud
b185b870-6635-46de-aaaa-da650e48646d,ad27492a-ff76-4fd2-80b0-1f36f2e3d8ee,4.49,card,CONNECTION_RESET,2026-07-23T03:27:36.373982+00:00,2,travel,0,17,insufficient_funds,0,3,5,1,1.702928,664.51,0.16,standard,kaggle:mlg-ulb/creditcardfraud
3cd382ad-8cc8-4c7c-a667-c26f6229e4eb,c8a195d9-fb72-4332-9772-9c031f901ed7,5.9,card,AUTH_DECLINED,2026-07-07T10:56:10.374009+00:00,0,insurance,0,194,insufficient_funds,0,10,3,0,1.931521,522.93,1.0,standard,kaggle:mlg-ulb/creditcardfraud
05fff9c1-b008-4eb3-9322-08433c61f6c7,93cf2f16-3ab4-48e9-aca9-ac62964973db,35.2,card,AUTH_DECLINED,2026-07-19T00:43:09.374037+00:00,2,travel,0,188,gateway_timeout,0,0,3,0,3.589059,52.26,1.0,standard,kaggle:mlg-ulb/creditcardfraud
120f14a5-4fb9-4c69-8967-9fec35560efb,5cb16dd4-271b-45b7-9600-5af765d64e9c,1.0,card,3DS_FAILED,2026-07-18T05:36:48.374064+00:00,2,utilities,1,131,insufficient_funds,0,5,1,0,0.693147,192.92,1.0,standard,kaggle:mlg-ulb/creditcardfraud
c3abfb8e-f10c-4d76-a587-0acc73807279,01a82356-42de-4b63-9ad8-fe06afd6a146,1.54,netbanking,CONNECTION_RESET,2026-07-20T08:46:51.374092+00:00,3,gaming,0,182,insufficient_funds,0,8,3,0,0.932164,212.93,1.0,standard,kaggle:mlg-ulb/creditcardfraud
0f76fd72-6d2f-4168-b048-37a14c39d6a7,34d38d88-6444-4da6-a62d-c894c8fc79a0,24.9,card,AUTH_DECLINED,2026-07-17T16:32:34.374119+00:00,0,food,0,149,gateway_timeout,0,16,0,0,3.254243,281.28,1.0,standard,kaggle:mlg-ulb/creditcardfraud
fe794511-0902-45b3-9a06-1bb97f4556b0,f9c0decf-d13e-4171-8b3d-43c48cbee824,21.74,wallet,INSUFFICIENT_FUNDS,2026-07-15T18:14:17.374148+00:00,3,ecommerce,1,62,insufficient_funds,0,18,4,0,3.124125,524.42,1.0,standard,kaggle:mlg-ulb/creditcardfraud
698d8431-fc4b-424d-81bd-d0e346b9f4e2,945033f6-74ba-4d44-901b-de0e0d4180fd,28.0,card,3DS_FAILED,2026-07-21T05:07:53.374176+00:00,0,ecommerce,0,63,insufficient_funds,0,5,0,0,3.367296,69.06,1.4,standard,kaggle:mlg-ulb/creditcardfraud
6067f23b-d777-4b6d-b5e6-da2bd34700c7,31754bfd-1dd1-4df5-bcb4-6637550444c5,13.18,netbanking,AUTH_DECLINED,2026-07-26T03:53:13.374205+00:00,0,food,0,184,insufficient_funds,0,3,0,0,2.651833,537.65,1.0,standard,kaggle:mlg-ulb/creditcardfraud
0bbe5cd3-1f82-404d-a7cb-2f0a63c03cc9,7b094454-8856-49de-a8f5-60df2efdae2a,36.95,netbanking,3DS_FAILED,2026-06-19T05:55:08.374232+00:00,1,insurance,0,69,auth_3ds_failure,0,5,3,0,3.63627,32.29,1.0,standard,kaggle:mlg-ulb/creditcardfraud
118bb975-8910-4ac0-b531-f2938c2d99be,1c20f403-3425-4cd5-b695-a48bc806fa6a,11.99,netbanking,CONNECTION_RESET,2026-06-02T00:12:02.374258+00:00,1,retail,0,178,insufficient_funds,0,0,4,0,2.56418,290.39,1.0,standard,kaggle:mlg-ulb/creditcardfraud
